feature,importance
cat__Route_BUF_DEN,0.00010727441791430265
cat__Route_BUF_FLL,0.00010429815506340923
cat__Route_BUF_LAS,0.00010182259578560857
cat__Dest_DAL,0.0001015666121199064
cat__Route_SYR_PIE,0.00010152770936647454
cat__Route_SYR_LGA,0.00010111793857401591
cat__Route_LGA_MCI,9.982972718759303e-05
cat__Dest_PDX,9.956676115536278e-05
cat__Route_HPN_SJU,9.790429371401532e-05
cat__Route_SYR_EWR,9.754656616109334e-05
cat__Route_BGM_DTW,9.728284607950039e-05
cat__Route_JFK_MSP,9.709617437615278e-05
cat__Dest_OKC,9.665985451810533e-05
cat__Route_JFK_ROC,9.612541738542198e-05
cat__Route_LGA_EYW,9.539877167948229e-05
cat__Route_LGA_OKC,9.350364160715302e-05
cat__Dest_MCI,9.188301482298674e-05
cat__Route_LGA_RIC,9.176950017193147e-05
cat__Route_JFK_MSY,9.091952471988357e-05
cat__Route_LGA_BUF,8.975763195280957e-05
cat__Route_LGA_IAD,8.93590222601982e-05
cat__Dest_XNA,8.854789980486457e-05
cat__Route_ALB_MDW,8.68827472545234e-05
cat__Route_LGA_XNA,8.593791305721183e-05
cat__Route_LGA_BGR,8.577405092158705e-05
cat__Route_LGA_CHS,8.568417277051955e-05
cat__Route_LGA_TUL,8.521592743939106e-05
cat__Route_BUF_DFW,8.422962680310989e-05
cat__Dest_BGR,8.393563441620927e-05
cat__Origin_IAG,8.33781119937464e-05
cat__Route_LGA_SRQ,8.272679387078387e-05
cat__Route_LGA_HOU,8.101168157839892e-05
cat__Route_ALB_FLL,8.050024787635405e-05
cat__Route_LGA_ILM,8.018041862043941e-05
cat__Route_LGA_GSP,8.003432943784239e-05
cat__Route_ISP_FLL,7.935274861081517e-05
cat__Route_LGA_AVL,7.919983861327227e-05
cat__Route_LGA_CVG,7.810765507609972e-05
cat__Route_ALB_DEN,7.773931335105202e-05
cat__Route_LGA_CAE,7.772993575964645e-05
cat__Dest_GSP,7.755534013101732e-05
cat__Route_JFK_IAH,7.738776840187927e-05
cat__Route_ROC_DTW,7.67215127454213e-05
cat__Dest_HOU,7.597848217390689e-05
cat__Route_LGA_MYR,7.494146480337603e-05
cat__Dest_TUL,7.356362292982335e-05
cat__Route_ALB_BNA,7.261681969924255e-05
cat__Route_JFK_SRQ,7.237235286199036e-05
cat__Dest_ILM,7.117478841115604e-05
cat__Wind_type_Very_Windy,7.114143305183792e-05
cat__Route_ISP_TPA,7.041153185547466e-05
cat__Route_SYR_DFW,7.000624016871157e-05
cat__Route_BUF_EWR,6.923907022462491e-05
cat__Route_SYR_BOS,6.917849170203692e-05
cat__Route_LGA_MEM,6.91282721917825e-05
cat__Route_LGA_ORF,6.853844355116876e-05
cat__Dest_AVL,6.673872534795703e-05
cat__Dest_GRR,6.672851334927233e-05
cat__Route_LGA_TYS,6.651781830142823e-05
cat__Route_ALB_SFB,6.635501535216951e-05
cat__Route_JFK_ACK,6.47519364823218e-05
cat__Route_LGA_PHL,6.440069632437607e-05
cat__Dest_OMA,6.412678940500675e-05
cat__Dest_TYS,6.404420175003478e-05
cat__Dest_HYA,6.393139365415292e-05
cat__Route_JFK_CHS,6.292770155289377e-05
cat__Route_JFK_BQN,6.264806925941625e-05
cat__Route_LGA_ACK,6.259157803470903e-05
cat__Dest_CAE,6.18156901092438e-05
cat__Route_LGA_OMA,6.166937069871095e-05
cat__Route_JFK_PDX,6.109849597239142e-05
cat__Dest_MEM,6.097876787275227e-05
cat__Route_JFK_SYR,5.877166999840443e-05
cat__Origin_SWF,5.8026662086069234e-05
cat__Route_LGA_GRR,5.7025028787658045e-05
cat__Route_JFK_STT,5.612704976828406e-05
cat__Route_ROC_EWR,5.3662495129472994e-05
cat__Route_BUF_LAX,5.361172582561861e-05
cat__Route_ROC_MDW,5.334240725676867e-05
cat__Route_JFK_ORH,5.258531934738258e-05
cat__Route_BUF_PHX,5.2307792305726966e-05
cat__Dest_DAY,5.1665299079685e-05
cat__Route_LGA_MSN,5.12778630630809e-05
cat__Route_LGA_ROC,5.105666229747538e-05
cat__Dest_SAT,5.0071202511354707e-05
cat__Route_HPN_DTW,4.973087262239004e-05
cat__Route_BUF_BNA,4.9309205631460385e-05
cat__Route_SYR_BNA,4.905359667183764e-05
cat__Route_PBG_SFB,4.90226551623057e-05
cat__Dest_MSN,4.890758686059201e-05
cat__Route_LGA_SAV,4.853265357775485e-05
cat__Dest_BQN,4.6995762182313296e-05
cat__Route_IAG_SFB,4.5434253755967186e-05
cat__Route_JFK_MVY,4.541678911745907e-05
cat__Dest_ROA,4.499902988919315e-05
cat__Dest_EYW,4.4994586784325885e-05
cat__Route_JFK_PSE,4.4834178547258566e-05
cat__Route_JFK_PVD,4.4620523151057213e-05
cat__Dest_PSE,4.417948340843285e-05
cat__Dest_STT,4.291897567991185e-05
cat__Dest_PVD,4.291015823608662e-05
cat__Dest_LIT,4.2806366235353875e-05
cat__Route_ALB_DFW,4.145962972131039e-05
cat__Dest_SMF,4.110796508830074e-05
cat__Route_LGA_SYR,4.099347317392302e-05
cat__Route_LGA_CHO,4.077382637860026e-05
cat__Dest_CHO,4.0241632530593377e-05
cat__Dest_ORH,4.024049828917158e-05
cat__Route_BUF_RSW,4.0145285668076125e-05
cat__Route_SYR_DEN,3.915925484234235e-05
cat__Route_BUF_RDU,3.9151508895062556e-05
cat__Route_ALB_TPA,3.889636717521918e-05
cat__Route_LGA_LIT,3.7214196928396726e-05
cat__Route_BUF_PHL,3.6307076903524845e-05
cat__Route_ALB_LAS,3.622930918757318e-05
cat__Route_IAG_PGD,3.59106767599092e-05
cat__Route_JFK_SAT,3.5519981049262644e-05
cat__Route_LGA_DAY,3.4586181981859544e-05
